loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
12000,12000,12000, 36 months,7.56,373.61,A,A3,IT Financial Consultant,1 year,MORTGAGE,120000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,980xx,WA
20000,20000,20000, 60 months,17.97,507.55,D,D1,Chief  Steward ,10+ years,RENT,67000,Source Verified,Dec-18,Current,home_improvement,Home improvement,770xx,TX
15000,15000,15000, 36 months,11.31,493.29,B,B3,Police Clerk,5 years,RENT,42000,,Dec-18,Current,debt_consolidation,Debt consolidation,953xx,CA
20000,20000,20000, 60 months,10.72,432.07,B,B2,Motion Picture Editor,10+ years,MORTGAGE,210000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,930xx,CA
11000,11000,11000, 60 months,10.72,237.64,B,B2,Lead Desktop Engineer,7 years,MORTGAGE,65000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,570xx,SD
14000,14000,14000, 36 months,8.19,439.94,A,A4,FVP Commercial Loan Servicing manager,1 year,MORTGAGE,148000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
13000,13000,13000, 36 months,15.02,450.78,C,C3,Coordinator,10+ years,RENT,74000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,917xx,CA
21600,21600,21600, 36 months,8.19,678.77,A,A4,Data Analyst,3 years,RENT,112000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,441xx,OH
10000,10000,10000, 60 months,16.91,248.05,C,C5,Packing,10+ years,MORTGAGE,55000,Verified,Dec-18,Current,credit_card,Credit card refinancing,559xx,MN
15000,15000,15000, 36 months,7.02,463.3,A,A2,Engineer,3 years,RENT,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,064xx,CT
35000,35000,35000, 60 months,22.35,973.64,D,D5,General Manager,2 years,RENT,72000,Verified,Dec-18,Current,other,Other,917xx,CA
2000,2000,1975, 36 months,8.19,62.85,A,A4,,5 years,MORTGAGE,23000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,344xx,FL
11000,11000,11000, 60 months,10.33,235.51,B,B1,IT Supervisor,4 years,MORTGAGE,82000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,802xx,CO
18000,18000,17725, 36 months,10.72,586.92,,,Pediatric dentist,10+ years,MORTGAGE,255000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,088xx,NJ
3000,3000,2725, 36 months,11.8,99.36,B,B4,Medical Technition,3 years,OWN,36600,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,990xx,WA
9000,9000,9000, 36 months,15.02,312.08,C,C3,Billing Specialist,2 years,RENT,,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,040xx,ME
11000,11000,10725, 36 months,10.33,356.65,B,B1,,,RENT,57000,Not Verified,Dec-18,Current,major_purchase,Major purchase,633xx,MO
15500,15500,15500, 36 months,7.56,482.58,A,A3,Community Engagement Specialist ,10+ years,OWN,42000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,331xx,FL
5000,5000,5000, 36 months,13.56,169.83,C,C1,CNA,1 year,MORTGAGE,38000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,741xx,OK
10000,10000,10000, 60 months,26.31,301.25,E,E4,Kindergarten Teacher,10+ years,RENT,73000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,941xx,CA
30000,30000,30000, 60 months,20.89,809.75,D,D4,Mail handler,1 year,RENT,110000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,121xx,NY
1000,1000,975, 36 months,16.14,35.23,C,C4,Analyst,< 1 year,RENT,67000,Source Verified,Dec-18,Current,vacation,Vacation,201xx,VA
14500,14500,14500, 60 months,10.72,313.25,B,B2,Construction Manager,3 years,MORTGAGE,75000,Not Verified,Dec-18,Current,car,Car financing,217xx,MD
10800,10800,10525, 36 months,11.8,357.69,B,B4,teacher,1 year,,45000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,731xx,OK
1000,1000,975, 36 months,15.02,34.68,C,C3,RN,2 years,MORTGAGE,,Not Verified,Dec-18,Current,other,Other,383xx,TN
12000,12000,12000, 60 months,13.56,276.49,C,C1,Hotel Sales Coordinator,10+ years,RENT,46420,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,891xx,NV
4200,4200,4175, 36 months,14.47,144.51,C,C2,Asst manager ,1 year,RENT,50000,Not Verified,Dec-18,Current,vacation,Vacation,982xx,WA
5000,5000,4975, 36 months,7.02,154.44,A,A2,Community Health Nurse,5 years,,61000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,973xx,OR
23500,23500,23500, 60 months,8.19,478.64,,,Ssenior Mechanical Engineer,1 year,,110000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,282xx,NC
15500,15500,15475, 60 months,11.8,343.23,B,B4,Cement driver,5 years,MORTGAGE,,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,913xx,CA
17000,17000,17000, 36 months,8.19,534.21,A,A4,Sales Consultant ,10+ years,MORTGAGE,200000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,216xx,MD
7500,7500,7500, 36 months,13.56,254.74,C,C1,Porter ,9 years,RENT,53000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
20000,20000,19975, 36 months,6.46,612.62,A,A1,Registered nurse,1 year,MORTGAGE,80000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,199xx,DE
20000,20000,20000, 60 months,26.31,602.49,E,E4,Mailroom Supervisor,6 years,MORTGAGE,48800,Source Verified,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,951xx,CA
25000,25000,24975, 36 months,7.56,778.35,A,A3,Neuroscience Program Manager,10+ years,RENT,130000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
8000,8000,8000, 36 months,11.31,263.09,B,B3,E9 Master Chief,10+ years,MORTGAGE,113026,Source Verified,Dec-18,Current,other,Other,212xx,MD
10000,10000,10000, 60 months,22.35,278.19,D,D5,ASST MANAGER,2 years,RENT,30000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
30000,30000,30000, 60 months,13.56,691.23,C,C1,,< 1 year,RENT,,,Dec-18,Current,debt_consolidation,Debt consolidation,977xx,OR
20000,20000,20000, 36 months,13.56,679.29,C,C1,,< 1 year,MORTGAGE,150000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,463xx,IN
5000,5000,5000, 36 months,8.81,158.56,A,A5,,,RENT,23000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,106xx,NY
30000,30000,30000, 36 months,6.46,918.93,A,A1,,< 1 year,,140000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,615xx,IL
5000,5000,4975, 36 months,14.47,172.04,C,C2,Sales rep,10+ years,OWN,35000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,141xx,NY
17000,17000,17000, 36 months,8.19,534.21,A,A4,Store Manager,< 1 year,MORTGAGE,100000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,452xx,OH
10000,10000,9975, 36 months,7.56,311.34,A,A3,QA Analyst,3 years,RENT,75000,Not Verified,Dec-18,Current,vacation,Vacation,221xx,VA
14000,14000,14000, 60 months,18.94,362.71,D,D2,Cable Tech,< 1 year,RENT,62000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,347xx,FL
5000,5000,5000, 36 months,16.14,176.14,C,C4,,2 years,RENT,45000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,386xx,MS
7000,7000,6975, 36 months,14.47,240.85,C,C2,Assistant Manager,8 years,MORTGAGE,35000,Source Verified,Dec-18,In Grace Period,debt_consolidation,Debt consolidation,070xx,NJ
8000,8000,8000, 36 months,8.19,251.4,A,A4,TCGM,< 1 year,OWN,62000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,612xx,IL
10000,10000,10000, 60 months,13.56,230.41,,,,< 1 year,MORTGAGE,75000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,027xx,MA
20000,20000,20000, 36 months,8.19,628.49,A,A4,FOOD SERVER,10+ years,RENT,70000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,891xx,NV
25000,25000,25000, 60 months,16.14,609.82,C,C4,Executive Assistant,1 year,,65000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,926xx,CA
10000,10000,10000, 36 months,11.31,328.86,B,B3,Secretary,10+ years,RENT,70000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,341xx,FL
10000,10000,10000, 60 months,11.8,221.44,B,B4,registered nurse,2 years,,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,914xx,CA
22000,22000,22000, 36 months,8.19,691.33,A,A4,Registered Nurse,1 year,RENT,92800,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,857xx,AZ
16200,16200,16200, 60 months,18.94,419.71,,,,,OWN,24000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,328xx,FL
4000,4000,3725, 36 months,10.72,130.43,B,B2,Sales associate ,10+ years,MORTGAGE,72000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,809xx,CO
10000,10000,10000, 60 months,17.97,253.78,D,D1,Automation Technician II,5 years,RENT,,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,130xx,NY
16000,16000,16000, 60 months,20.89,431.87,D,D4,,,MORTGAGE,58000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,347xx,FL
8500,8500,8475, 36 months,7.02,262.54,A,A2,,< 1 year,MORTGAGE,110000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,028xx,RI
2900,2900,2875, 36 months,7.56,90.29,A,A3,Associate,2 years,RENT,43000,Not Verified,Dec-18,Current,vacation,Vacation,462xx,IN
8000,8000,8000, 36 months,6.46,245.05,A,A1,,,OWN,28000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,331xx,FL
24000,24000,24000, 36 months,14.47,825.76,C,C2,Test Engineer ,4 years,RENT,120000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,921xx,CA
16000,16000,16000, 36 months,6.46,490.1,A,A1,Assistant Food and Beverage Director,2 years,RENT,79000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,770xx,TX
20000,20000,20000, 36 months,7.02,617.73,,,Sales/IT,10+ years,RENT,63000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,908xx,CA
16000,16000,16000, 60 months,10.72,345.65,B,B2,HR,< 1 year,RENT,132000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
25000,25000,25000, 60 months,12.98,568.58,B,B5,Engineering Technician,7 years,MORTGAGE,85000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,249xx,WV
7000,7000,7000, 36 months,8.19,219.97,A,A4,CNC Profile Grinder Opr.,10+ years,MORTGAGE,80900,Verified,Dec-18,Current,major_purchase,Major purchase,147xx,NY
30000,30000,30000, 36 months,8.19,942.73,A,A4,Purchasing Agent,6 years,RENT,60869,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,113xx,NY
30000,30000,30000, 60 months,13.56,691.23,C,C1,Machining Supervisor,8 years,MORTGAGE,65000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,773xx,TX
35000,35000,35000, 36 months,8.19,1099.85,A,A4,,,MORTGAGE,84000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,113xx,NY
13200,13200,13200, 36 months,7.56,410.97,A,A3,Sr healthcare informatics analyst,2 years,MORTGAGE,95000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,226xx,VA
5600,5600,5600, 36 months,7.02,172.97,A,A2,attorney,3 years,,74000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,917xx,CA
24000,24000,24000, 60 months,27.27,736.73,E,E5,Supervisor of Customer Documents,10+ years,MORTGAGE,80000,Not Verified,Dec-18,Current,other,Other,906xx,CA
20000,20000,20000, 36 months,12.98,673.69,B,B5,Director of Finance,2 years,RENT,110000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
25000,25000,25000, 36 months,8.19,785.61,,,Assessment Analyst Manager,2 years,MORTGAGE,79000,Not Verified,Dec-18,Current,home_improvement,Home improvement,339xx,FL
11000,11000,11000, 60 months,8.19,224.05,,,,,MORTGAGE,100000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,145xx,NY
15000,15000,15000, 60 months,8.19,305.52,A,A4,Director of Purchasing,10+ years,MORTGAGE,88000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,914xx,CA
15000,15000,15000, 36 months,11.31,493.29,B,B3,Registered Nurse,2 years,RENT,80000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,314xx,GA
22000,22000,22000, 36 months,16.91,783.38,C,C5,Crew Chief,1 year,RENT,36999,Source Verified,Dec-18,Current,other,Other,945xx,CA
35000,35000,35000, 60 months,10.33,749.35,B,B1,Sales Consultant ,6 years,MORTGAGE,150000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,176xx,PA
8000,8000,8000, 36 months,8.19,251.4,,,Senior Strategy Analyst,3 years,MORTGAGE,101000,Not Verified,Dec-18,Current,major_purchase,Major purchase,554xx,MN
20000,20000,20000, 60 months,11.8,442.88,B,B4,Pilot,10+ years,MORTGAGE,162000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,721xx,AR
6000,6000,6000, 36 months,10.33,194.54,B,B1,,,MORTGAGE,44465,Not Verified,Dec-18,Current,home_improvement,Home improvement,890xx,NV
10000,10000,10000, 60 months,14.47,235.13,C,C2,Catering Coordinator,6 years,,59400,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,347xx,FL
25000,25000,25000, 60 months,17.97,634.43,D,D1,Administrative Services Assistant,5 years,RENT,30000,Verified,Dec-18,Current,credit_card,Credit card refinancing,610xx,IL
29000,29000,29000, 60 months,15.02,690.22,,,Associate Application Analyst,5 years,RENT,60000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,605xx,IL
10000,10000,10000, 36 months,25.34,399.4,E,E3,Assistant teacher ,3 years,RENT,31000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
11000,11000,11000, 60 months,14.47,258.64,C,C2,Corrections Officer ,3 years,OWN,70000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,023xx,MA
6500,6500,6500, 36 months,16.14,228.98,C,C4,General labor,< 1 year,RENT,21120,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,923xx,CA
6000,6000,6000, 36 months,13.56,203.79,C,C1,Data Governance ,10+ years,MORTGAGE,46000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,460xx,IN
25000,25000,25000, 60 months,18.94,647.69,D,D2,Shuttle Driver,5 years,RENT,48000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,906xx,CA
25000,25000,25000, 60 months,12.98,568.58,B,B5,,< 1 year,RENT,81000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,920xx,CA
20000,20000,20000, 60 months,27.27,613.94,E,E5,Server,10+ years,RENT,46000,Verified,Dec-18,Current,credit_card,Credit card refinancing,926xx,CA
10000,10000,10000, 36 months,8.81,317.12,A,A5,Supply,6 years,RENT,52000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,809xx,CO
40000,40000,40000, 36 months,11.31,1315.43,B,B3,Captain ,10+ years,MORTGAGE,212000,Source Verified,Dec-18,Current,home_improvement,Home improvement,334xx,FL
20000,20000,20000, 60 months,16.14,487.86,C,C4,Maintenance Supervisor,1 year,RENT,80000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,850xx,AZ
13000,13000,13000, 36 months,6.46,398.21,A,A1,Taper ,3 years,MORTGAGE,98000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,983xx,WA
10000,10000,10000, 36 months,13.56,339.65,C,C1,,,RENT,21000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,600xx,IL
9000,9000,9000, 36 months,7.02,277.98,A,A2,Plant Manager,2 years,MORTGAGE,95000,Not Verified,Dec-18,Current,major_purchase,Major purchase,030xx,NH
32000,32000,32000, 36 months,19.92,1187.94,D,D3,Staff Seargent,9 years,RENT,90743.31,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,968xx,HI
10000,10000,10000, 36 months,8.81,317.12,A,A5,,< 1 year,MORTGAGE,65000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,038xx,NH
20000,20000,20000, 36 months,11.31,657.72,B,B3,Executive Director ,10+ years,MORTGAGE,305000,Source Verified,Dec-18,Current,other,Other,480xx,MI
3000,3000,3000, 36 months,10.72,97.82,B,B2,,,,40000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,441xx,OH
2400,2400,2400, 36 months,10.72,78.26,B,B2,Dental Assistant,10+ years,MORTGAGE,40000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,230xx,VA
12800,12800,12800, 60 months,19.92,338.56,D,D3,Outside sales rep,8 years,RENT,70000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,067xx,CT
12000,12000,12000, 36 months,8.81,380.54,A,A5,Operator.mechanical,10+ years,,60000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,275xx,NC
7000,7000,7000, 36 months,8.19,219.97,A,A4,Server,2 years,RENT,50000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,119xx,NY
8000,8000,8000, 36 months,12.98,269.48,B,B5,Delivery Driver,4 years,MORTGAGE,52000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,057xx,VT
17000,17000,17000, 36 months,10.33,551.18,B,B1,hha,10+ years,RENT,70000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
10000,10000,10000, 60 months,12.98,227.43,B,B5,Systems Technician ,10+ years,MORTGAGE,55000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,234xx,VA
20000,20000,20000, 36 months,16.91,712.16,C,C5,Building Inspector,2 years,OWN,74500,Verified,Dec-18,Current,house,Home buying,482xx,MI
16000,16000,16000, 36 months,10.33,518.76,B,B1,Facilities Coordinator,1 year,,52000,Source Verified,Dec-18,Current,other,Other,750xx,TX
10500,10500,10500, 60 months,10.33,224.81,B,B1,Attorney,4 years,MORTGAGE,,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,381xx,TN
3000,3000,3000, 36 months,13.56,101.9,C,C1,Front desk ,6 years,RENT,38000,Source Verified,Dec-18,Current,major_purchase,Major purchase,566xx,MN
2525,2525,2525, 36 months,6.46,77.35,A,A1,Associate,1 year,RENT,21120,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,184xx,PA
10000,10000,10000, 36 months,25.34,399.4,E,E3,Function Manager,1 year,MORTGAGE,76770,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,760xx,TX
40000,40000,40000, 36 months,8.81,1268.46,A,A5,Assistant Project Manager II,1 year,RENT,,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,107xx,NY
15000,15000,15000, 36 months,7.56,467.01,A,A3,Office Manager,9 years,MORTGAGE,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,107xx,NY
1200,1200,1200, 36 months,14.47,41.29,,,Teacher,2 years,RENT,55000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,915xx,CA
15000,15000,15000, 60 months,11.8,332.16,B,B4,Driver,10+ years,MORTGAGE,140000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,447xx,OH
15000,15000,15000, 60 months,8.19,305.52,A,A4,,< 1 year,MORTGAGE,80000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,190xx,PA
15000,15000,15000, 60 months,11.8,332.16,B,B4,Warehouse Associate,1 year,RENT,52520,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,936xx,CA
35000,35000,35000, 60 months,8.19,712.87,,,,,MORTGAGE,88000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,268xx,WV
11000,11000,11000, 36 months,8.81,348.83,A,A5,Truck Driver,3 years,MORTGAGE,75000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,760xx,TX
15000,15000,15000, 60 months,10.33,321.15,B,B1,clerk- coordinator,10+ years,RENT,50000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,112xx,NY
